+00100E+06,+24163E-03,+04633E-03
+00110E+06,+24120E-03,+04644E-03
+00120E+06,+23945E-03,+04657E-03
+00130E+06,+23982E-03,+04677E-03
+00140E+06,+24072E-03,+04674E-03
+00150E+06,+24032E-03,+04673E-03
+00160E+06,+24053E-03,+04667E-03
+00170E+06,+24090E-03,+04640E-03
+00180E+06,+23972E-03,+04612E-03
+00190E+06,+23967E-03,+04627E-03
+00200E+06,+24129E-03,+04675E-03
